400.02399	-4.8203219e-011
401.845	83.253357
403.66599	157.43393
405.48599	219.08394
407.306	263.62787
409.12601	285.74481
410.94501	280.03763
412.763	249.05072
414.58099	212.29016
416.39801	181.97556
418.215	166.86543
420.03201	162.86153
421.84799	158.07922
423.66299	149.65857
425.478	149.39555
427.293	177.34097
429.10699	252.67216
430.92099	360.10223
432.73401	465.36212
434.547	533.23236
436.35901	550.5506
438.17001	526.17932
439.98199	478.95584
441.79199	424.47598
443.603	383.61716
445.41199	368.07361
447.22198	382.02161
449.03101	411.64355
450.83899	442.42526
452.647	460.47852
454.45401	463.01297
456.26099	440.46347
458.06799	389.12469
459.87299	313.75488
461.67899	241.11597
463.48401	195.10429
465.289	192.2052
467.09299	216.41727
468.896	241.6963
470.69901	240.58546
472.50201	212.13535
474.30399	177.47189
476.10599	168.62343
477.90701	191.48326
479.70801	232.97023
481.508	267.54434
483.30801	288.6301
485.10699	295.77176
486.90601	290.25067
488.70401	273.92935
490.50201	253.2471
492.29901	236.86484
494.09601	237.61806
495.89301	256.177
497.689	289.84259
499.48401	325.55237
501.27899	338.74356
503.07401	320.94348
504.86801	285.10284
506.66199	251.96844
508.45499	234.45576
510.24799	221.71255
512.03998	200.10815
513.83099	175.68991
515.62299	159.16576
517.414	155.08559
519.20398	158.34418
520.99402	158.9214
522.78302	157.74623
524.57202	164.31485
526.36102	180.29008
528.14801	200.09254
529.93597	217.31535
531.72302	227.29417
533.51001	235.32437
535.29602	244.54236
537.08099	244.85268
538.867	235.51952
540.651	223.99423
542.435	219.06308
544.21899	225.44104
546.00299	233.26141
547.78497	235.08495
549.56799	236.06181
551.34998	236.8414
553.13098	244.39915
554.91199	268.63248
556.69299	313.72864
558.47302	367.61523
560.25201	400.02875
562.03101	392.34088
563.81	356.51691
565.58801	317.96487
567.36603	293.65475
569.14301	278.63828
570.91998	269.02164
572.69598	272.5621
574.47198	291.6402
576.24701	315.17105
578.02197	324.11862
579.797	308.02805
581.57098	276.34027
583.34399	238.41333
585.117	196.46355
586.89001	151.59967
588.66199	111.03365
590.43402	81.411537
592.20502	66.339493
593.97601	62.843132
595.74597	64.701576
597.51599	63.389805
599.28497	55.375061
601.05402	43.68166
602.82202	38.115917
604.59003	41.859882
606.35797	50.074535
608.125	59.381699
609.89203	68.496361
611.65802	73.803841
613.42297	70.944077
615.18903	67.275719
616.953	75.38266
618.71802	99.562126
620.48102	127.23607
622.245	144.13078
624.008	143.55931
625.77002	132.13893
627.53198	121.96404
629.29401	128.05768
631.05499	157.48338
632.81598	197.80804
634.57599	222.45889
636.33502	220.02415
638.09497	205.95361
639.85303	199.73109
641.612	208.56169
643.37	223.3846
645.12701	228.99506
646.88397	220.35796
648.64099	202.99301
650.39697	185.60263
652.15198	183.01782
653.90698	198.48169
655.66199	215.68129
657.41602	226.11949
659.16998	233.24063
660.92297	247.42175
662.67603	275.38559
664.42902	308.18701
666.18103	332.155
667.93201	350.90848
669.68298	373.13388
671.43402	410.21552
673.18402	462.68161
674.93402	513.56812
676.68298	545.38501
678.43201	562.41058
680.17999	594.42181
681.92798	673.70917
683.67499	806.29279
685.422	973.78174
687.16901	1143.213
688.91498	1272.3364
690.66101	1315.6552
692.40601	1240.8225
694.151	1069.2623
695.89502	872.53198
697.63898	721.98175
699.38202	647.24884
701.125	629.53326
702.867	631.86273
704.60901	638.97125
706.35101	651.13025
708.09198	669.40765
709.83301	680.56842
711.573	673.76715
713.31299	670.09711
715.052	720.09369
716.79102	841.89246
718.52899	978.73279
720.26703	1021.3926
722.005	915.27173
723.742	708.28485
725.479	509.55237
727.21503	396.15009
728.95001	369.19153
730.68597	381.29578
732.42102	392.96085
734.15503	384.22296
735.88898	363.43713
737.62201	352.08917
739.35498	361.95703
741.08801	386.26263
742.82001	405.46933
744.552	405.71014
746.28302	397.66409
748.01398	403.07474
749.74402	432.03815
751.474	482.52875
753.20398	535.10834
754.93298	564.79999
756.66101	563.00653
758.39001	541.16266
760.117	520.91718
761.84497	515.65332
763.57098	512.84387
765.29797	494.93002
767.02399	459.93042
768.74902	422.2269
770.474	399.49014
772.19897	396.94827
773.92297	405.88831
775.64697	413.55344
777.37	414.71228
779.09302	419.15833
780.815	436.0527
782.53699	471.80826
784.25897	519.6803
785.97998	561.79425
787.70001	582.07117
789.42102	573.51367
791.14001	534.45422
792.85999	482.64374
794.57898	430.95358
796.297	389.52573
798.01501	365.72354
799.73297	360.87662
801.45001	378.16022
803.16602	419.42554
804.883	470.2352
806.59802	514.55835
808.31403	540.37024
810.02899	551.1709
811.74298	573.18115
813.45697	614.70251
815.17102	659.2262
816.88397	682.15601
818.59601	676.15961
820.30902	661.44196
822.021	662.08673
823.73199	668.80762
825.44299	664.1626
827.15399	648.76422
828.86401	641.94135
830.573	665.0907
832.28198	715.13934
833.99103	770.11194
835.70001	821.02234
837.40802	873.3288
839.11499	924.8382
840.82202	958.46228
842.52899	942.44208
844.23499	865.41406
845.94098	744.68182
847.646	612.54413
849.35101	492.15198
851.05499	392.94162
852.75897	315.58719
854.46301	260.52805
856.16602	224.05714
857.86798	205.14088
859.57098	198.40518
861.27301	203.3607
862.974	215.7272
864.67499	226.54778
866.375	230.45969
868.07599	229.7858
869.77502	231.50708
871.474	252.02379
873.17297	294.92618
874.87201	357.35931
876.57001	429.93518
878.26703	495.39532
879.96399	529.92816
881.66101	516.47296
883.35699	453.16669
885.05298	371.40771
886.74799	302.51486
888.44299	255.49352
890.13702	217.97519
891.83197	181.0029
893.52502	149.33298
895.21802	137.90938
896.91101	146.39827
898.60303	166.54565
900.29498	187.16965
901.987	200.04353
903.67798	199.77956
905.36798	184.55904
907.05902	153.96678
908.74799	117.81024
910.43799	88.424568
912.12701	72.211571
913.815	65.621506
915.50299	56.275326
917.19098	40.582821
918.87799	29.499838
920.565	29.700773
922.25098	34.908127
923.93701	32.607529
925.62201	23.22674
927.30798	28.798813
928.992	60.893688
930.67603	102.15765
932.35999	122.15723
934.04401	107.34628
935.72601	77.439171
937.409	59.547737
939.091	59.196568
940.77301	65.064102
942.45398	64.669731
944.13501	57.210743
945.815	49.362606
947.495	48.440624
949.17499	59.025745
950.854	79.258965
952.53198	102.4652
954.211	121.39941
955.888	131.64859
957.56598	141.27858
959.24298	153.407
960.91901	169.11885
962.59601	189.29356
964.271	209.12944
965.94702	224.70657
967.62097	233.92603
969.29602	226.3443
970.96997	206.29369
972.64398	184.588
974.31702	172.71481
975.98999	181.36366
977.66199	205.37018
979.33398	231.28873
981.005	255.43983
982.67603	273.68127
984.34698	286.18591
986.01703	295.57333
987.68701	303.03784
989.35699	322.66751
991.02502	374.29922
992.69397	470.57202
994.362	615.60028
996.03003	814.46002
997.69702	1090.2861
999.36401	1489.5875
1001.03	2042.5374
1002.7	2714.2595
1004.36	3386.8657
1006.03	3915.002
1007.69	4188.6494
1009.36	4173.4556
1011.02	3886.2556
1012.68	3367.3743
1014.35	2691.843
1016.01	1990.0366
1017.67	1412.1016
1019.33	1056.5717
1021	911.2868
1022.66	885.01727
1024.3199	883.52869
1025.98	867.3692
1027.64	843.60742
1029.3	824.27637
1030.96	815.27783
1032.61	817.70483
1034.27	832.53314
1035.9301	863.82379
1037.59	899.91016
1039.24	925.05096
1040.9	932.95581
1042.5601	928.25098
1044.21	919.81647
1045.87	915.82025
1047.52	905.42358
1049.1801	876.01123
1050.83	820.37842
1052.48	748.16162
1054.14	676.72815
1055.79	632.27728
1057.4399	616.30939
1059.09	616.17798
1060.75	610.59955
1062.4	586.68079
1064.05	547.23834
1065.7	514.93646
1067.35	500.86465
1069	509.51575
1070.65	528.27893
1072.29	537.7558
1073.9399	533.19531
1075.59	535.61774
1077.24	559.91058
1078.89	598.34521
1080.53	619.29492
1082.1801	605.73639
1083.8199	582.81415
1085.47	594.64069
1087.11	653.08667
1088.76	731.97754
1090.4	799.46552
1092.05	849.8111
1093.6899	902.08588
1095.33	977.67957
1096.97	1075.3158
1098.62	1182.4358
1100.26	1289.8881
1101.9	1395.4987
1103.54	1497.8542
1105.1801	1591.504
1106.8199	1657.3766
1108.46	1685.6238
1110.1	1683.662
1111.74	1674.1897
1113.38	1677.8038
1115.01	1704.4926
1116.65	1741.5935
1118.29	1778.8038
1119.9301	1810.2407
1121.5601	1834.2731
1123.2	1850.6885
1124.83	1857.2827
1126.47	1852.1816
1128.1	1848.369
1129.74	1849.066
1131.37	1841.4523
1133.01	1805.6066
1134.64	1732.729
1136.27	1642.0232
1137.9	1562.8522
1139.54	1497.8899
1141.17	1435.1154
1142.8	1365.2064
1144.4301	1295.6689
1146.0601	1244.2856
1147.6899	1226.088
1149.3199	1237.8011
1150.95	1266.7533
1152.58	1282.9652
1154.2	1263.9928
1155.83	1223.9349
1157.46	1208.729
1159.09	1247.1738
1160.71	1327.3263
1162.34	1403.827
1163.97	1453.6624
1165.59	1490.7065
1167.22	1523.1483
1168.84	1526.2334
1170.47	1462.6473
1172.09	1330.2416
1173.71	1180.3739
1175.34	1070.0938
1176.96	1016.5349
1178.58	996.91711
1180.2	985.09503
1181.8199	980.44757
1183.4399	987.65051
1185.0699	993.92969
1186.6899	987.53973
1188.3101	965.8299
1189.92	943.88708
1191.54	929.66205
1193.16	913.22235
1194.78	886.15814
1196.4	861.05334
1198.02	856.25763
1199.63	888.64337
1201.25	952.14197
1202.87	1025.9089
1204.48	1083.1084
1206.1	1111.6504
1207.71	1119.3252
1209.33	1118.838
1210.9399	1126.929
1212.55	1159.6766
1214.17	1222.5824
1215.78	1308.324
1217.39	1382.6008
1219.01	1415.1305
1220.62	1422.9333
1222.23	1432.7323
1223.84	1456.8763
1225.45	1477.7822
1227.0601	1472.1831
1228.67	1455.8251
1230.28	1458.1157
1231.89	1486.5409
1233.5	1535.4158
1235.11	1588.5795
1236.71	1642.9584
1238.3199	1700.2241
1239.9301	1749.5713
1241.54	1788.1641
1243.14	1820.1984
1244.75	1853.1704
1246.35	1892.1019
1247.96	1924.6239
1249.5601	1930.5123
1251.17	1899.674
1252.77	1837.1494
1254.38	1772.7234
1255.98	1740.4707
1257.58	1748.6095
1259.1801	1780.5902
1260.79	1817.6245
1262.39	1857.0022
1263.99	1909.9951
1265.59	1971.6873
1267.1899	2018.1995
1268.79	2030.0891
1270.39	2005.1816
1271.99	1958.4598
1273.59	1912.9872
1275.1899	1886.6129
1276.78	1890.3711
1278.38	1916.9543
1279.98	1957.582
1281.58	2013.7004
1283.17	2102.4722
1284.77	2244.4985
1286.37	2443.1094
1287.96	2691.7297
1289.5601	2998.1821
1291.15	3373.2017
1292.74	3809.175
1294.34	4239.2051
1295.9301	4539.8184
1297.52	4621.3916
1299.12	4480.1191
1300.71	4183.9702
1302.3	3814.3635
1303.89	3420.9819
1305.48	3034.4927
1307.0699	2706.9048
1308.66	2468.7192
1310.25	2311.1704
1311.84	2193.8608
1313.4301	2082.3416
1315.02	1970.1412
1316.61	1886.328
1318.2	1852.6002
1319.79	1873.2201
1321.37	1923.2953
1322.96	1974.9932
1324.55	2018.9366
1326.13	2080.7595
1327.72	2178.8394
1329.3	2309.0591
1330.89	2459.8821
1332.47	2646.458
1334.0601	2906.4829
1335.64	3276.8926
1337.22	3731.3528
1338.8101	4186.5752
1340.39	4543.7842
1341.97	4733.3149
1343.55	4736.6777
1345.14	4582.2114
1346.72	4302.519
1348.3	3955.9089
1349.88	3610.7651
